gene,kNN_max_score,nearest_approved_target,approved_drugs_targeting_nearest_gene,is_approved_target,n_downstream_z3,culture_condition
MTMR2,0.110861100256443,DPP4,ALOGLIPTIN; ALOGLIPTIN BENZOATE; ANAGLIPTIN; EVOGLIPTIN; GEMIGLIPTIN; LINAGLIPTIN; OMARIGLIPTIN; SAXAGLIPTIN HYDROCHLORIDE; SITAGLIPTIN; SITAGLIPTIN FUMARATE; SITAGLIPTIN HYDROCHLORIDE MONOHYDRATE; SITAGLIPTIN PHOSPHATE; TENELIGLIPTIN; TRELAGLIPTIN SUCCINATE; VILDAGLIPTIN,False,42,Stim48hr
MYCBP,0.1108259111642837,PDE6D,DIPYRIDAMOLE; PENTOXIFYLLINE,False,17,Stim48hr
ACP2,0.1107618659734726,AHR,TAPINAROF,False,16,Stim48hr
TPCN1,0.1107513830065727,TEC,RITLECITINIB; RITLECITINIB TOSYLATE,False,42,Stim48hr
STK39,0.1107427701354026,RRM2B,CLOFARABINE; FLUDARABINE PHOSPHATE; GALLIUM NITRATE; GEMCITABINE; GEMCITABINE HYDROCHLORIDE; HYDROXYUREA; MOTEXAFIN GADOLINIUM,False,9,Stim48hr
MTFR1L,0.1105373576283454,INSR,"INSULIN ASPART; INSULIN DEGLUDEC; INSULIN DETEMIR; INSULIN GLARGINE; INSULIN GLULISINE; INSULIN HUMAN; INSULIN HUMAN ZINC; INSULIN ICODEC; INSULIN LISPRO; INSULIN PORK; INSULIN PURIFIED BEEF; INSULIN PURIFIED PORK; INSULIN SUSP ISOPHANE RECOMBINANT HUMAN; INSULIN ZINC SUSP RECOMBINANT HUMAN; INSULIN, NEUTRAL",False,24,Stim48hr
PPP2R5A,0.1105098277330398,KIF5B,PRALSETINIB; SELPERCATINIB,False,18,Stim48hr
IFNGR1,0.1104895249009132,AHR,TAPINAROF,True,38,Stim48hr
PCGF6,0.1104876920580864,S1PR4,ETRASIMOD; ETRASIMOD ARGININE; FINGOLIMOD; FINGOLIMOD HYDROCHLORIDE; FINGOLIMOD LAURYL SULFATE,False,107,Stim48hr
MAPKAPK3,0.1104453653097152,IL4R,DUPILUMAB,False,12,Stim48hr
EBPL,0.1103969067335128,TYK2,DELGOCITINIB; DEUCRAVACITINIB; DEURUXOLITINIB PHOSPHATE; FILGOTINIB; FILGOTINIB MALEATE; RUXOLITINIB; TOFACITINIB; TOFACITINIB CITRATE; UPADACITINIB; UPADACITINIB HEMIHYDRATE,False,7,Stim48hr
MEF2D,0.1103859171271324,HDAC8,BELINOSTAT; ENTINOSTAT; GIVINOSTAT; GIVINOSTAT HYDROCHLORIDE; PANOBINOSTAT; PANOBINOSTAT LACTATE; ROMIDEPSIN,False,89,Stim48hr
SCAMP3,0.1103644967079162,RXRB,ACITRETIN; ALITRETINOIN; BEXAROTENE; ETRETINATE,False,16,Stim48hr
TRAF3IP3,0.1103331670165062,PRKCA,MIDOSTAURIN,False,22,Stim48hr
IDH3B,0.1103148683905601,NDUFS7,METFORMIN; METFORMIN HYDROCHLORIDE,False,18,Stim48hr
ZFR,0.1102816388010978,PDE6D,DIPYRIDAMOLE; PENTOXIFYLLINE,False,75,Stim48hr
MYADM,0.1102280393242836,RRM2B,CLOFARABINE; FLUDARABINE PHOSPHATE; GALLIUM NITRATE; GEMCITABINE; GEMCITABINE HYDROCHLORIDE; HYDROXYUREA; MOTEXAFIN GADOLINIUM,False,14,Stim48hr
JAML,0.1102048829197883,IL4R,DUPILUMAB,False,24,Stim48hr
IGSF9B,0.1101824790239334,BCR,ASCIMINIB; ASCIMINIB HYDROCHLORIDE; BOSUTINIB; BOSUTINIB MONOHYDRATE; DASATINIB; DASATINIB ANHYDROUS; IMATINIB; IMATINIB MESYLATE; NILOTINIB; NILOTINIB HYDROCHLORIDE MONOHYDRATE; PONATINIB; PONATINIB HYDROCHLORIDE,False,14,Stim48hr
DDX55,0.1101803928613662,IL2RB,ALDESLEUKIN; BASILIXIMAB; DACLIZUMAB; DENILEUKIN DIFTITOX; NOGAPENDEKIN ALFA INBAKICEPT,False,53,Stim48hr
ZNF224,0.1101347208023071,VKORC1,ACENOCOUMAROL; DICUMAROL; PHENINDIONE; PHENPROCOUMON; WARFARIN; WARFARIN SODIUM,False,16,Stim48hr
TMCC1,0.1101251170039177,PARP2,NIRAPARIB; NIRAPARIB TOSYLATE MONOHYDRATE; OLAPARIB; PAMIPARIB; RUCAPARIB; RUCAPARIB CAMSYLATE; TALAZOPARIB; TALAZOPARIB TOSYLATE; VELIPARIB,False,12,Stim48hr
COA8,0.1100385934114456,CCR5,MARAVIROC,False,45,Stim48hr
SOCS1,0.1100207567214965,NDUFB8,METFORMIN; METFORMIN HYDROCHLORIDE,False,39,Stim48hr
KRTCAP2,0.1100087761878967,ALOX5,BALSALAZIDE; BALSALAZIDE DISODIUM; MECLOFENAMATE SODIUM; MECLOFENAMIC ACID; MESALAMINE; OLSALAZINE; OLSALAZINE SODIUM; SULFASALAZINE; ZILEUTON,False,9,Stim48hr
FARP2,0.1100025922060012,PDE6D,DIPYRIDAMOLE; PENTOXIFYLLINE,False,14,Stim48hr
MPV17L2,0.1099964454770088,PNP,FORODESINE HYDROCHLORIDE,False,36,Stim48hr
DDX39B,0.1099016442894935,RRM2B,CLOFARABINE; FLUDARABINE PHOSPHATE; GALLIUM NITRATE; GEMCITABINE; GEMCITABINE HYDROCHLORIDE; HYDROXYUREA; MOTEXAFIN GADOLINIUM,False,146,Stim48hr
AMN1,0.1098923683166503,CD274,ATEZOLIZUMAB; AVELUMAB; COSIBELIMAB; DURVALUMAB; SUGEMALIMAB,False,29,Stim48hr
MFSD9,0.1098715886473655,RRM2B,CLOFARABINE; FLUDARABINE PHOSPHATE; GALLIUM NITRATE; GEMCITABINE; GEMCITABINE HYDROCHLORIDE; HYDROXYUREA; MOTEXAFIN GADOLINIUM,False,19,Stim48hr
KIF3C,0.1098686978220939,PIK3CA,ALPELISIB; COPANLISIB; COPANLISIB HYDROCHLORIDE; INAVOLISIB,False,27,Stim48hr
INPP5E,0.1098362356424331,CUL4A,LENALIDOMIDE; POMALIDOMIDE; THALIDOMIDE,False,26,Stim48hr
PXK,0.1097790151834487,CD79B,POLATUZUMAB VEDOTIN,False,13,Stim48hr
TMEM256,0.1097563356161117,CD52,ALEMTUZUMAB,False,25,Stim48hr
LXN,0.1097239106893539,CD2,ALEFACEPT,False,15,Stim48hr
UBE2V1,0.109669454395771,HDAC3,BELINOSTAT; ENTINOSTAT; GIVINOSTAT; GIVINOSTAT HYDROCHLORIDE; PANOBINOSTAT; PANOBINOSTAT LACTATE; ROMIDEPSIN; VORINOSTAT,False,43,Stim48hr
SCARF1,0.1096309721469879,NDUFS3,METFORMIN; METFORMIN HYDROCHLORIDE,False,24,Stim48hr
OTUB2,0.1096261218190193,IMPDH2,MIZORIBINE; MYCOPHENOLATE MOFETIL; MYCOPHENOLATE MOFETIL HYDROCHLORIDE; MYCOPHENOLATE SODIUM; MYCOPHENOLIC ACID; THIOGUANINE,False,11,Stim48hr
C12orf76,0.1095984503626823,TYK2,DELGOCITINIB; DEUCRAVACITINIB; DEURUXOLITINIB PHOSPHATE; FILGOTINIB; FILGOTINIB MALEATE; RUXOLITINIB; TOFACITINIB; TOFACITINIB CITRATE; UPADACITINIB; UPADACITINIB HEMIHYDRATE,False,16,Stim48hr
MARCHF8,0.1095528677105903,IL2RB,ALDESLEUKIN; BASILIXIMAB; DACLIZUMAB; DENILEUKIN DIFTITOX; NOGAPENDEKIN ALFA INBAKICEPT,False,41,Stim48hr
CEP295,0.1095512360334396,CD3E,BLINATUMOMAB; CATUMAXOMAB; ELRANATAMAB; EPCORITAMAB; GLOFITAMAB; MOSUNETUZUMAB; MUROMONAB-CD3; ODRONEXTAMAB; TALQUETAMAB; TARLATAMAB; TECLISTAMAB; TEPLIZUMAB,False,58,Stim48hr
GMPPA,0.1095447838306427,IDH1,IVOSIDENIB; OLUTASIDENIB; VORASIDENIB,False,12,Stim48hr
ITM2B,0.1095198541879654,LCK,DASATINIB ANHYDROUS; PAZOPANIB; PAZOPANIB HYDROCHLORIDE,False,56,Stim48hr
SLC2A13,0.1094551831483841,LAG3,RELATLIMAB,False,19,Stim48hr
ZNF771,0.109414592385292,NR3C1,ALCLOMETASONE DIPROPIONATE; AMCINONIDE; BECLOMETHASONE DIPROPIONATE; BETAMETHASONE; BETAMETHASONE ACETATE; BETAMETHASONE BENZOATE; BETAMETHASONE DIPROPIONATE; BETAMETHASONE SODIUM PHOSPHATE; BETAMETHASONE VALERATE; BUDESONIDE; CICLESONIDE; CLOBETASOL PROPIONATE; CORTISONE ACETATE; DEFLAZACORT; DESONIDE; DESOXIMETASONE; DEXAMETHASONE; DEXAMETHASONE SODIUM PHOSPHATE; DIFLORASONE DIACETATE; DIFLUPREDNATE; FLUMETHASONE PIVALATE; FLUNISOLIDE; FLUOCINOLONE ACETONIDE; FLUOCINONIDE; FLUOROMETHOLONE; FLUPREDNISOLONE; FLURANDRENOLIDE; FLUTICASONE FUROATE; FLUTICASONE PROPIONATE; HALCINONIDE; HALOBETASOL PROPIONATE; HYDROCORTAMATE; HYDROCORTISONE; HYDROCORTISONE ACETATE; HYDROCORTISONE BUTYRATE; HYDROCORTISONE PROBUTATE; HYDROCORTISONE SODIUM SUCCINATE; LOTEPREDNOL ETABONATE; MEDRYSONE; MEPREDNISONE; METHYLPREDNISOLONE; METHYLPREDNISOLONE ACETATE; METHYLPREDNISOLONE SODIUM SUCCINATE; MIFEPRISTONE; MOMETASONE FUROATE; PREDNICARBATE; PREDNISOLONE; PREDNISOLONE ACETATE; PREDNISOLONE SODIUM PHOSPHATE; PREDNISONE; RIMEXOLONE; TRIAMCINOLONE; TRIAMCINOLONE ACETONIDE; TRIAMCINOLONE HEXACETONIDE; VAMOROLONE,False,20,Stim48hr
PIGW,0.1093974113464355,SIGMAR1,CARBETAPENTANE; CARBETAPENTANE CITRATE; DEXTROMETHORPHAN; DEXTROMETHORPHAN HYDROBROMIDE; DEXTROMETHORPHAN POLISTIREX; FENFLURAMINE; FENFLURAMINE HYDROCHLORIDE; PENTAZOCINE; PENTAZOCINE HYDROCHLORIDE,False,31,Stim48hr
IP6K2,0.1093970909714698,ITK,PAZOPANIB; PAZOPANIB HYDROCHLORIDE; RITLECITINIB; RITLECITINIB TOSYLATE,False,45,Stim48hr
BRD7,0.1093399971723556,RRM2B,CLOFARABINE; FLUDARABINE PHOSPHATE; GALLIUM NITRATE; GEMCITABINE; GEMCITABINE HYDROCHLORIDE; HYDROXYUREA; MOTEXAFIN GADOLINIUM,False,53,Stim48hr
ZDHHC20,0.1092964261770248,EML4,ALECTINIB; ALECTINIB HYDROCHLORIDE; CERITINIB; CRIZOTINIB; LORLATINIB,False,23,Stim48hr
TMEM120A,0.1092347055673599,IDH2,ENASIDENIB MESYLATE; VORASIDENIB,False,20,Stim48hr
FUBP1,0.1092255041003227,CSF2RB,SARGRAMOSTIM,False,702,Stim48hr
STEEP1,0.1092170402407646,PDE6D,DIPYRIDAMOLE; PENTOXIFYLLINE,False,25,Stim48hr
SLC38A7,0.1092059910297393,BRD4,PELABRESIB,False,7,Stim48hr
PCBD1,0.109127789735794,PRKCA,MIDOSTAURIN,False,25,Stim48hr
AGTPBP1,0.1091114804148674,IL4R,DUPILUMAB,False,40,Stim48hr
SNAPIN,0.1090542823076248,FLT1,AXITINIB; CEDIRANIB; FRUQUINTINIB; LENVATINIB; LENVATINIB MESYLATE; NINTEDANIB; NINTEDANIB ESYLATE; PAZOPANIB; PAZOPANIB HYDROCHLORIDE; REGORAFENIB; SORAFENIB; SORAFENIB TOSYLATE; SUNITINIB; SUNITINIB MALATE; SURUFATINIB; TIVOZANIB; TIVOZANIB HYDROCHLORIDE; VANDETANIB,False,28,Stim48hr
REEP4,0.1090361475944519,AHR,TAPINAROF,False,32,Stim48hr
RCCD1,0.10903150588274,ACVR1,DIBOTERMIN ALFA; EPTOTERMIN ALFA; MOMELOTINIB; MOMELOTINIB DIHYDROCHLORIDE MONOHYDRATE; PACRITINIB; PACRITINIB CITRATE,False,41,Stim48hr
LIN7B,0.1090282723307609,IL2RB,ALDESLEUKIN; BASILIXIMAB; DACLIZUMAB; DENILEUKIN DIFTITOX; NOGAPENDEKIN ALFA INBAKICEPT,False,45,Stim48hr
ACTR5,0.1089430749416351,IL2RB,ALDESLEUKIN; BASILIXIMAB; DACLIZUMAB; DENILEUKIN DIFTITOX; NOGAPENDEKIN ALFA INBAKICEPT,False,345,Stim48hr
WWC3,0.1089315861463546,IL3RA,TAGRAXOFUSP,False,34,Stim48hr
GBP4,0.1089160814881324,ITGAL,EFALIZUMAB; LIFITEGRAST; ODULIMOMAB,False,9,Stim48hr
PARP9,0.1088725998997688,CXCR4,MAVORIXAFOR; MOTIXAFORTIDE; PLERIXAFOR,False,44,Stim48hr
REXO4,0.1087435409426689,VKORC1,ACENOCOUMAROL; DICUMAROL; PHENINDIONE; PHENPROCOUMON; WARFARIN; WARFARIN SODIUM,False,22,Stim48hr
RAB11FIP5,0.1086815595626831,PDE6D,DIPYRIDAMOLE; PENTOXIFYLLINE,False,56,Stim48hr
NRDC,0.1086613610386848,PDE6D,DIPYRIDAMOLE; PENTOXIFYLLINE,False,13,Stim48hr
RAB27A,0.1086560934782028,BCL2L1,NAVITOCLAX,False,25,Stim48hr
CRYBG1,0.1086526215076446,NDUFAF3,METFORMIN; METFORMIN HYDROCHLORIDE,False,17,Stim48hr
TMCO1,0.108652539551258,CSF2RB,SARGRAMOSTIM,False,56,Stim48hr
ARHGAP12,0.1086435168981552,SIGMAR1,CARBETAPENTANE; CARBETAPENTANE CITRATE; DEXTROMETHORPHAN; DEXTROMETHORPHAN HYDROBROMIDE; DEXTROMETHORPHAN POLISTIREX; FENFLURAMINE; FENFLURAMINE HYDROCHLORIDE; PENTAZOCINE; PENTAZOCINE HYDROCHLORIDE,False,18,Stim48hr
RNPEP,0.1086275577545166,AHR,TAPINAROF,False,14,Stim48hr
CD46,0.1086081713438034,BRD3,PELABRESIB,False,19,Stim48hr
LRP12,0.1085951849818229,LCK,DASATINIB ANHYDROUS; PAZOPANIB; PAZOPANIB HYDROCHLORIDE,False,24,Stim48hr
HERC3,0.108568899333477,INSR,"INSULIN ASPART; INSULIN DEGLUDEC; INSULIN DETEMIR; INSULIN GLARGINE; INSULIN GLULISINE; INSULIN HUMAN; INSULIN HUMAN ZINC; INSULIN ICODEC; INSULIN LISPRO; INSULIN PORK; INSULIN PURIFIED BEEF; INSULIN PURIFIED PORK; INSULIN SUSP ISOPHANE RECOMBINANT HUMAN; INSULIN ZINC SUSP RECOMBINANT HUMAN; INSULIN, NEUTRAL",False,24,Stim48hr
RENBP,0.1085458174347877,NDUFB8,METFORMIN; METFORMIN HYDROCHLORIDE,False,38,Stim48hr
CBS,0.1085438728332519,ROCK2,BELUMOSUDIL; BELUMOSUDIL MESYLATE; FASUDIL; NETARSUDIL; NETARSUDIL DIMESYLATE; RIPASUDIL; RIPASUDIL HYDROCHLORIDE DIHYDRATE,False,15,Stim48hr
ATG13,0.1084969416260719,PDE6D,DIPYRIDAMOLE; PENTOXIFYLLINE,False,20,Stim48hr
SELPLG,0.1084677278995513,AHR,TAPINAROF,False,8,Stim48hr
WHAMM,0.1084669306874275,KCNA3,AMIFAMPRIDINE; AMIFAMPRIDINE PHOSPHATE; DALFAMPRIDINE; GUANIDINE HYDROCHLORIDE; TEDISAMIL,False,26,Stim48hr
LOXL2,0.1083621457219123,IRAK1,PACRITINIB; PACRITINIB CITRATE,False,84,Stim48hr
RSRC2,0.1083451882004737,HDAC7,BELINOSTAT; ENTINOSTAT; GIVINOSTAT; GIVINOSTAT HYDROCHLORIDE; PANOBINOSTAT; PANOBINOSTAT LACTATE; ROMIDEPSIN,False,24,Stim48hr
STRADA,0.1083129048347473,EML4,ALECTINIB; ALECTINIB HYDROCHLORIDE; CERITINIB; CRIZOTINIB; LORLATINIB,False,26,Stim48hr
GALC,0.1082907766103744,INSR,"INSULIN ASPART; INSULIN DEGLUDEC; INSULIN DETEMIR; INSULIN GLARGINE; INSULIN GLULISINE; INSULIN HUMAN; INSULIN HUMAN ZINC; INSULIN ICODEC; INSULIN LISPRO; INSULIN PORK; INSULIN PURIFIED BEEF; INSULIN PURIFIED PORK; INSULIN SUSP ISOPHANE RECOMBINANT HUMAN; INSULIN ZINC SUSP RECOMBINANT HUMAN; INSULIN, NEUTRAL",False,28,Stim48hr
SDR39U1,0.1082536280155181,NDUFA4,,False,37,Stim48hr
ZNF438,0.1082135289907455,PIK3CA,ALPELISIB; COPANLISIB; COPANLISIB HYDROCHLORIDE; INAVOLISIB,False,13,Stim48hr
ZMAT3,0.1081304475665092,IL4R,DUPILUMAB,False,22,Stim48hr
FBXO31,0.108099989593029,PDCD1,CEMIPLIMAB; DOSTARLIMAB; NIVOLUMAB; PEMBROLIZUMAB; RETIFANLIMAB; SERPLULIMAB; SINTILIMAB; TISLELIZUMAB; TORIPALIMAB,False,27,Stim48hr
SLC25A46,0.1080197244882583,ITGB2,EFALIZUMAB; LIFITEGRAST,False,22,Stim48hr
TSEN15,0.107970044016838,ITGB2,EFALIZUMAB; LIFITEGRAST,False,22,Stim48hr
RCN3,0.1078631579875946,NDUFS7,METFORMIN; METFORMIN HYDROCHLORIDE,False,26,Stim48hr
TGFB1,0.1077191606163978,SIGMAR1,CARBETAPENTANE; CARBETAPENTANE CITRATE; DEXTROMETHORPHAN; DEXTROMETHORPHAN HYDROBROMIDE; DEXTROMETHORPHAN POLISTIREX; FENFLURAMINE; FENFLURAMINE HYDROCHLORIDE; PENTAZOCINE; PENTAZOCINE HYDROCHLORIDE,True,39,Stim48hr
CHD8,0.1077105700969696,RARA,ACITRETIN; ADAPALENE; ALITRETINOIN; ETRETINATE; ISOTRETINOIN; TAZAROTENE; TRETINOIN,False,86,Stim48hr
ZNF566,0.107640229165554,HDAC7,BELINOSTAT; ENTINOSTAT; GIVINOSTAT; GIVINOSTAT HYDROCHLORIDE; PANOBINOSTAT; PANOBINOSTAT LACTATE; ROMIDEPSIN,False,37,Stim48hr
GOLIM4,0.1076262667775154,NDUFAF2,METFORMIN; METFORMIN HYDROCHLORIDE,False,44,Stim48hr
RELA,0.1076061576604843,ITGAL,EFALIZUMAB; LIFITEGRAST; ODULIMOMAB,False,105,Stim48hr
LATS1,0.1075868085026741,IL2RB,ALDESLEUKIN; BASILIXIMAB; DACLIZUMAB; DENILEUKIN DIFTITOX; NOGAPENDEKIN ALFA INBAKICEPT,False,11,Stim48hr
PPP1R7,0.107487104833126,NDUFB10,METFORMIN; METFORMIN HYDROCHLORIDE,False,515,Stim48hr
ARHGEF2,0.1074575558304786,NDUFV3,METFORMIN; METFORMIN HYDROCHLORIDE,False,20,Stim48hr
SH3BP5L,0.1073536053299903,TEC,RITLECITINIB; RITLECITINIB TOSYLATE,False,13,Stim48hr
XPO4,0.1073202714323997,CD3E,BLINATUMOMAB; CATUMAXOMAB; ELRANATAMAB; EPCORITAMAB; GLOFITAMAB; MOSUNETUZUMAB; MUROMONAB-CD3; ODRONEXTAMAB; TALQUETAMAB; TARLATAMAB; TECLISTAMAB; TEPLIZUMAB,False,37,Stim48hr
DXO,0.1073138117790222,VKORC1,ACENOCOUMAROL; DICUMAROL; PHENINDIONE; PHENPROCOUMON; WARFARIN; WARFARIN SODIUM,False,18,Stim48hr
SMAP1,0.1072483360767364,ITK,PAZOPANIB; PAZOPANIB HYDROCHLORIDE; RITLECITINIB; RITLECITINIB TOSYLATE,False,15,Stim48hr
UBAC2,0.1072468683123588,ITGAL,EFALIZUMAB; LIFITEGRAST; ODULIMOMAB,False,18,Stim48hr
ADAM15,0.1071773841977119,IRAK1,PACRITINIB; PACRITINIB CITRATE,False,32,Stim48hr
TMEM131,0.1071768030524253,ROCK1,BELUMOSUDIL; BELUMOSUDIL MESYLATE; FASUDIL; NETARSUDIL; NETARSUDIL DIMESYLATE; RIPASUDIL; RIPASUDIL HYDROCHLORIDE DIHYDRATE,False,81,Stim48hr
TRIB1,0.1070839688181877,VKORC1,ACENOCOUMAROL; DICUMAROL; PHENINDIONE; PHENPROCOUMON; WARFARIN; WARFARIN SODIUM,False,25,Stim48hr
ZNF473,0.1070739552378654,ADORA2A,ADENOSINE; AMINOPHYLLINE; CAFFEINE; CAFFEINE CITRATE; DEFIBROTIDE; ISTRADEFYLLINE; OXTRIPHYLLINE; PENTOXIFYLLINE; REGADENOSON; THEOPHYLLINE,False,13,Stim48hr
TXK,0.1070423126220703,IL4R,DUPILUMAB,True,7,Stim48hr
MIER3,0.1070350036025047,HDAC2,BELINOSTAT; ENTINOSTAT; GIVINOSTAT; GIVINOSTAT HYDROCHLORIDE; PANOBINOSTAT; PANOBINOSTAT LACTATE; ROMIDEPSIN; VORINOSTAT,False,37,Stim48hr
DAP3,0.106900542974472,INSR,"INSULIN ASPART; INSULIN DEGLUDEC; INSULIN DETEMIR; INSULIN GLARGINE; INSULIN GLULISINE; INSULIN HUMAN; INSULIN HUMAN ZINC; INSULIN ICODEC; INSULIN LISPRO; INSULIN PORK; INSULIN PURIFIED BEEF; INSULIN PURIFIED PORK; INSULIN SUSP ISOPHANE RECOMBINANT HUMAN; INSULIN ZINC SUSP RECOMBINANT HUMAN; INSULIN, NEUTRAL",False,31,Stim48hr
SHPRH,0.1068975776433944,ITGAL,EFALIZUMAB; LIFITEGRAST; ODULIMOMAB,False,21,Stim48hr
ZBTB49,0.1068870425224304,PIK3CA,ALPELISIB; COPANLISIB; COPANLISIB HYDROCHLORIDE; INAVOLISIB,False,16,Stim48hr
CCNB1IP1,0.1068534031510353,HDAC7,BELINOSTAT; ENTINOSTAT; GIVINOSTAT; GIVINOSTAT HYDROCHLORIDE; PANOBINOSTAT; PANOBINOSTAT LACTATE; ROMIDEPSIN,False,50,Stim48hr
KLHDC7B,0.1068490743637085,BCL2L1,NAVITOCLAX,False,25,Stim48hr
TTC17,0.1067921668291091,JAK2,BARICITINIB; DELGOCITINIB; DEURUXOLITINIB PHOSPHATE; FEDRATINIB; FEDRATINIB HYDROCHLORIDE; FILGOTINIB; FILGOTINIB MALEATE; LESTAURTINIB; MOMELOTINIB; MOMELOTINIB DIHYDROCHLORIDE MONOHYDRATE; PACRITINIB; PACRITINIB CITRATE; RUXOLITINIB; RUXOLITINIB PHOSPHATE; TOFACITINIB; TOFACITINIB CITRATE; UPADACITINIB; UPADACITINIB HEMIHYDRATE,False,23,Stim48hr
RIMOC1,0.1066761463880539,CUL4A,LENALIDOMIDE; POMALIDOMIDE; THALIDOMIDE,False,15,Stim48hr
CDK16,0.1066184192895889,IDH1,IVOSIDENIB; OLUTASIDENIB; VORASIDENIB,False,18,Stim48hr
ADARB1,0.1066085249185562,NDUFS3,METFORMIN; METFORMIN HYDROCHLORIDE,False,21,Stim48hr
SLC25A20,0.1066080629825592,CUL4A,LENALIDOMIDE; POMALIDOMIDE; THALIDOMIDE,False,12,Stim48hr
ZNF451,0.1065684258937835,TNF,ADALIMUMAB; AFELIMOMAB; CERTOLIZUMAB PEGOL; ETANERCEPT; GOLIMUMAB; INFLIXIMAB; OZORALIZUMAB,False,32,Stim48hr
PDE8A,0.1065646111965179,GSK3A,LITHIUM CARBONATE; LITHIUM CITRATE,True,24,Stim48hr
CXorf65,0.1065321862697601,IL2RB,ALDESLEUKIN; BASILIXIMAB; DACLIZUMAB; DENILEUKIN DIFTITOX; NOGAPENDEKIN ALFA INBAKICEPT,False,14,Stim48hr
SNRPA,0.106519691646099,DPP4,ALOGLIPTIN; ALOGLIPTIN BENZOATE; ANAGLIPTIN; EVOGLIPTIN; GEMIGLIPTIN; LINAGLIPTIN; OMARIGLIPTIN; SAXAGLIPTIN HYDROCHLORIDE; SITAGLIPTIN; SITAGLIPTIN FUMARATE; SITAGLIPTIN HYDROCHLORIDE MONOHYDRATE; SITAGLIPTIN PHOSPHATE; TENELIGLIPTIN; TRELAGLIPTIN SUCCINATE; VILDAGLIPTIN,False,46,Stim48hr
VCPKMT,0.1064409986138343,IL2RB,ALDESLEUKIN; BASILIXIMAB; DACLIZUMAB; DENILEUKIN DIFTITOX; NOGAPENDEKIN ALFA INBAKICEPT,False,13,Stim48hr
DBF4,0.1063289269804954,IL3RA,TAGRAXOFUSP,False,72,Stim48hr
TRIM46,0.106295071542263,CD2,ALEFACEPT,False,31,Stim48hr
POMGNT1,0.1062314882874488,INSR,"INSULIN ASPART; INSULIN DEGLUDEC; INSULIN DETEMIR; INSULIN GLARGINE; INSULIN GLULISINE; INSULIN HUMAN; INSULIN HUMAN ZINC; INSULIN ICODEC; INSULIN LISPRO; INSULIN PORK; INSULIN PURIFIED BEEF; INSULIN PURIFIED PORK; INSULIN SUSP ISOPHANE RECOMBINANT HUMAN; INSULIN ZINC SUSP RECOMBINANT HUMAN; INSULIN, NEUTRAL",False,8,Stim48hr
CHPF2,0.1061986088752746,NDUFA9,METFORMIN; METFORMIN HYDROCHLORIDE,False,23,Stim48hr
FIS1,0.1061955243349075,RXRB,ACITRETIN; ALITRETINOIN; BEXAROTENE; ETRETINATE,False,59,Stim48hr
ZNF646,0.106131263077259,PDE6D,DIPYRIDAMOLE; PENTOXIFYLLINE,False,18,Stim48hr
BTF3L4,0.1061305105686187,IL4R,DUPILUMAB,False,18,Stim48hr
PCSK7,0.106059692800045,MAP2K2,BINIMETINIB; COBIMETINIB; COBIMETINIB FUMARATE; MIRDAMETINIB; SELUMETINIB; SELUMETINIB SULFATE; TRAMETINIB; TRAMETINIB DIMETHYL SULFOXIDE,False,30,Stim48hr
ZDHHC8,0.1060469076037406,TEC,RITLECITINIB; RITLECITINIB TOSYLATE,False,24,Stim48hr
LAPTM4B,0.1060372143983841,GPD2,METFORMIN; METFORMIN HYDROCHLORIDE,False,37,Stim48hr
TMEM68,0.1059811413288116,HDAC7,BELINOSTAT; ENTINOSTAT; GIVINOSTAT; GIVINOSTAT HYDROCHLORIDE; PANOBINOSTAT; PANOBINOSTAT LACTATE; ROMIDEPSIN,False,19,Stim48hr
FAM13B,0.1058970615267753,CDK4,ABEMACICLIB; PALBOCICLIB; RIBOCICLIB SUCCINATE; TRILACICLIB; TRILACICLIB DIHYDROCHLORIDE,False,88,Stim48hr
ACP1,0.1058645695447921,BRD4,PELABRESIB,False,13,Stim48hr
PRDX2,0.1058457866311073,ITK,PAZOPANIB; PAZOPANIB HYDROCHLORIDE; RITLECITINIB; RITLECITINIB TOSYLATE,False,16,Stim48hr
FRYL,0.1057912707328796,AHR,TAPINAROF,False,20,Stim48hr
SIVA1,0.1057465970516204,BCL2L1,NAVITOCLAX,False,27,Stim48hr
TNFAIP8L2,0.1057362630963325,PNP,FORODESINE HYDROCHLORIDE,False,22,Stim48hr
PITPNA,0.1056994497776031,NDUFAF3,METFORMIN; METFORMIN HYDROCHLORIDE,False,12,Stim48hr
MIDN,0.1056458503007888,CCDC6,PRALSETINIB; SELPERCATINIB,False,41,Stim48hr
DPCD,0.1056371852755546,RXRB,ACITRETIN; ALITRETINOIN; BEXAROTENE; ETRETINATE,False,24,Stim48hr
NPHP3,0.1055990904569625,NDUFS7,METFORMIN; METFORMIN HYDROCHLORIDE,False,25,Stim48hr
S1PR4,0.1055870801210403,NDUFS5,METFORMIN; METFORMIN HYDROCHLORIDE,True,53,Stim48hr
ERG28,0.1055824384093284,CD2,ALEFACEPT,False,15,Stim48hr
SNX18,0.1055748388171196,GSK3A,LITHIUM CARBONATE; LITHIUM CITRATE,False,20,Stim48hr
ZBED2,0.1055559962987899,ROCK1,BELUMOSUDIL; BELUMOSUDIL MESYLATE; FASUDIL; NETARSUDIL; NETARSUDIL DIMESYLATE; RIPASUDIL; RIPASUDIL HYDROCHLORIDE DIHYDRATE,False,36,Stim48hr
