symbol	gene_group	gene_group_id
IFNA7	Interferons	598
IFNA8	Interferons	598
IFNA10	Interferons	598
IFNA11P	Interferons	598
IFNA12P	Interferons	598
IFNA13	Interferons|Proteins encoded by multiple genes	598|2293
IFNA14	Interferons	598
IFNA16	Interferons	598
IFNA17	Interferons	598
IFNA20P	Interferons	598
IFNA21	Interferons	598
IFNA22P	Interferons	598
IFNAR1	Interferon receptors	599
IFNAR2	Interferon receptors	599
IFNB1	Interferons	598
IFNE	Interferons	598
IFNG	Interferons	598
IFNG-AS1	Antisense RNAs	1987
IFNGR1	CD molecules|Interferon receptors	471|599
IFNGR2	Fibronectin type III domain containing|Interferon receptors	555|599
IFNK	Interferons	598
IFNL1	Interferons	598
IFNL2	Interferons	598
IFNL3	Interferons	598
IFNL3P1		
IFNL4	Interferons	598
IFNL4P1		
IFNLR1	Interferon receptors	599
IFNNP	Interferons|Unitary pseudogenes	598|3418
IFNR		
IFNW1	Interferons	598
IFNWP2	Interferons	598
IFNWP4	Interferons	598
IFNWP5	Interferons	598
IFNWP9	Interferons	598
IFNWP15	Interferons	598
IFNWP18	Interferons	598
IFNWP19	Interferons	598
IFRD1	Armadillo like helical domain containing	1492
IFRD2	Armadillo like helical domain containing	1492
IFT20	IFT-B2 complex	1981
IFT22	RAB like GTPases|IFT-B1 complex	394|1980
IFT25	Small heat shock proteins|IFT-B1 complex	585|1980
IFT27	RAB like GTPases|IFT-B1 complex	394|1980
IFT38	Cilia and flagella associated|IFT-B2 complex	1491|1981
IFT43	IFT-A complex	1978
IFT46	Cilia and flagella associated|IFT-B1 complex	1491|1980
IFT52	IFT-B1 complex	1980
IFT54	IFT-B2 complex	1981
IFT56	Tetratricopeptide repeat domain containing|IFT-B1 complex	769|1980
IFT57	IFT-B2 complex	1981
IFT57P1		
IFT70A	Tetratricopeptide repeat domain containing|IFT-B1 complex	769|1980
IFT70A-AS1	Antisense RNAs	1987
IFT70B	Tetratricopeptide repeat domain containing|IFT-B1 complex	769|1980
IFT74	IFT-B1 complex	1980
IFT74-AS1	Antisense RNAs	1987
IFT80	WD repeat domain containing|IFT-B2 complex	362|1981
IFT81	IFT-B1 complex	1980
IFT88	Tetratricopeptide repeat domain containing|IFT-B1 complex	769|1980
IFT122	WD repeat domain containing|IFT-A complex	362|1978
IFT122P1		
IFT122P2		
IFT122P3		
IFT140	WD repeat domain containing|IFT-A complex	362|1978
IFT172	WD repeat domain containing|IFT-B2 complex	362|1981
IFTAP		
IFTAPP1		
IGBP1	Protein phosphatase 2 modulatory subunits	1265
IGBP1-AS1	Antisense RNAs	1987
IGBP1-AS2	Antisense RNAs	1987
IGBP1C		
IGBP1P1		
IGBP1P3		
IGBP1P4		
IGBP1P5		
IGDCC3	Fibronectin type III domain containing|I-set domain containing	555|593
IGDCC4	Fibronectin type III domain containing|I-set domain containing	555|593
IGF1	Neuropeptides|Insulin family	1902|3576
IGF1R	CD molecules|Fibronectin type III domain containing|MicroRNA protein coding host genes|Insulin receptor family	471|555|1691|3555
IGF1R-AS2	Antisense RNAs	1987
IGF2	MicroRNA protein coding host genes|Neuropeptides|Insulin family	1691|1902|3576
IGF2-AS	Antisense RNAs	1987
IGF2BP1	RNA binding motif containing	725
IGF2BP2	RNA binding motif containing|MicroRNA protein coding host genes	725|1691
IGF2BP2-AS1	Antisense RNAs	1987
IGF2BP2P1		
IGF2BP2P2		
IGF2BP2P3		
IGF2BP3	RNA binding motif containing	725
IGF2BP3P1		
IGF2BP3P2		
IGF2R	CD molecules|MRH domain containing 	471|1233
IGFALS		
IGFBP-AS1	Antisense RNAs	1987
IGFBP1	Insulin like growth factor binding proteins	1065
IGFBP2	Insulin like growth factor binding proteins	1065
IGFBP3	Insulin like growth factor binding proteins	1065
IGFBP4	Insulin like growth factor binding proteins	1065
IGFBP5	Insulin like growth factor binding proteins	1065
IGFBP6	Insulin like growth factor binding proteins	1065
IGFBP7	I-set domain containing	593
IGFBP7-AS1	Antisense RNAs	1987
IGFBPL1	I-set domain containing	593
IGFL1	IGF like family	1836
IGFL1P1		
IGFL1P2		
IGFL2	IGF like family	1836
IGFL2-AS1	Antisense RNAs	1987
IGFL3	IGF like family	1836
IGFL4	IGF like family	1836
IGFLR1		
IGFN1	Fibronectin type III domain containing|I-set domain containing	555|593
IGH	Immunoglobulin heavy locus at 14q32.33	349
IGHA1	Immunoglobulin heavy locus at 14q32.33	349
IGHA2	Immunoglobulin heavy locus at 14q32.33	349
IGHD	Immunoglobulin heavy locus at 14q32.33	349
IGHD1-1	Immunoglobulin heavy locus at 14q32.33	349
IGHD1-7	Immunoglobulin heavy locus at 14q32.33	349
IGHD1-14	Immunoglobulin heavy locus at 14q32.33	349
IGHD1-20	Immunoglobulin heavy locus at 14q32.33	349
IGHD1-26	Immunoglobulin heavy locus at 14q32.33	349
IGHD1OR15-1A	Immunoglobulin heavy (IGH) orphons	350
IGHD1OR15-1B	Immunoglobulin heavy (IGH) orphons	350
IGHD2-2	Immunoglobulin heavy locus at 14q32.33	349
IGHD2-8	Immunoglobulin heavy locus at 14q32.33	349
IGHD2-15	Immunoglobulin heavy locus at 14q32.33	349
IGHD2-21	Immunoglobulin heavy locus at 14q32.33	349
IGHD2OR15-2A	Immunoglobulin heavy (IGH) orphons	350
IGHD2OR15-2B	Immunoglobulin heavy (IGH) orphons	350
IGHD3-3	Immunoglobulin heavy locus at 14q32.33	349
IGHD3-9	Immunoglobulin heavy locus at 14q32.33	349
IGHD3-10	Immunoglobulin heavy locus at 14q32.33	349
IGHD3-16	Immunoglobulin heavy locus at 14q32.33	349
IGHD3-22	Immunoglobulin heavy locus at 14q32.33	349
IGHD3OR15-3A	Immunoglobulin heavy (IGH) orphons	350
IGHD3OR15-3B	Immunoglobulin heavy (IGH) orphons	350
IGHD4-4	Immunoglobulin heavy locus at 14q32.33	349
IGHD4-11	Immunoglobulin heavy locus at 14q32.33	349
IGHD4-17	Immunoglobulin heavy locus at 14q32.33	349
IGHD4-23	Immunoglobulin heavy locus at 14q32.33	349
IGHD4OR15-4A	Immunoglobulin heavy (IGH) orphons	350
IGHD4OR15-4B	Immunoglobulin heavy (IGH) orphons	350
IGHD5-5	Immunoglobulin heavy locus at 14q32.33	349
IGHD5-12	Immunoglobulin heavy locus at 14q32.33	349
IGHD5-18	Immunoglobulin heavy locus at 14q32.33	349
IGHD5-24	Immunoglobulin heavy locus at 14q32.33	349
IGHD5OR15-5A	Immunoglobulin heavy (IGH) orphons	350
IGHD5OR15-5B	Immunoglobulin heavy (IGH) orphons	350
IGHD6-6	Immunoglobulin heavy locus at 14q32.33	349
IGHD6-13	Immunoglobulin heavy locus at 14q32.33	349
IGHD6-19	Immunoglobulin heavy locus at 14q32.33	349
IGHD6-25	Immunoglobulin heavy locus at 14q32.33	349
IGHD7-27	Immunoglobulin heavy locus at 14q32.33	349
IGHE	Immunoglobulin heavy locus at 14q32.33	349
IGHEP1	Immunoglobulin heavy locus at 14q32.33	349
IGHEP2	Immunoglobulin heavy (IGH) orphons	350
IGHG1	Immunoglobulin heavy locus at 14q32.33	349
IGHG2	Immunoglobulin heavy locus at 14q32.33	349
IGHG3	Immunoglobulin heavy locus at 14q32.33	349
IGHG4	Immunoglobulin heavy locus at 14q32.33	349
IGHGP	Immunoglobulin heavy locus at 14q32.33	349
IGHJ1	Immunoglobulin heavy locus at 14q32.33	349
IGHJ1P	Immunoglobulin heavy locus at 14q32.33	349
IGHJ2	Immunoglobulin heavy locus at 14q32.33	349
IGHJ2P	Immunoglobulin heavy locus at 14q32.33	349
IGHJ3	Immunoglobulin heavy locus at 14q32.33	349
IGHJ3P	Immunoglobulin heavy locus at 14q32.33	349
IGHJ4	Immunoglobulin heavy locus at 14q32.33	349
IGHJ5	Immunoglobulin heavy locus at 14q32.33	349
IGHJ6	Immunoglobulin heavy locus at 14q32.33	349
IGHM	Immunoglobulin heavy locus at 14q32.33	349
IGHMBP2	Zinc fingers AN1-type|UPF1 like RNA helicases	63|1169
IGHV1-2	Immunoglobulin heavy locus at 14q32.33	349
IGHV1-3	Immunoglobulin heavy locus at 14q32.33	349
IGHV1-8	Immunoglobulin heavy locus at 14q32.33	349
IGHV1-12	Immunoglobulin heavy locus at 14q32.33	349
IGHV1-14	Immunoglobulin heavy locus at 14q32.33	349
IGHV1-17	Immunoglobulin heavy locus at 14q32.33	349
IGHV1-18	Immunoglobulin heavy locus at 14q32.33	349
IGHV1-24	Immunoglobulin heavy locus at 14q32.33	349
IGHV1-38-4	Immunoglobulin heavy locus at 14q32.33	349
IGHV1-45	Immunoglobulin heavy locus at 14q32.33	349
IGHV1-46	Immunoglobulin heavy locus at 14q32.33	349
IGHV1-58	Immunoglobulin heavy locus at 14q32.33	349
IGHV1-67	Immunoglobulin heavy locus at 14q32.33	349
IGHV1-68	Immunoglobulin heavy locus at 14q32.33	349
IGHV1-69	Immunoglobulin heavy locus at 14q32.33	349
IGHV1-69-2	Immunoglobulin heavy locus at 14q32.33	349
IGHV1-69D	Immunoglobulin heavy locus at 14q32.33	349
IGHV1OR15-1	Immunoglobulin heavy (IGH) orphons	350
IGHV1OR15-2	Immunoglobulin heavy (IGH) orphons	350
IGHV1OR15-3	Immunoglobulin heavy (IGH) orphons	350
IGHV1OR15-4	Immunoglobulin heavy (IGH) orphons	350
IGHV1OR15-5	Immunoglobulin heavy (IGH) orphons	350
IGHV1OR15-6	Immunoglobulin heavy (IGH) orphons	350
IGHV1OR15-9	Immunoglobulin heavy (IGH) orphons	350
IGHV1OR16-1	Immunoglobulin heavy (IGH) orphons	350
IGHV1OR16-2	Immunoglobulin heavy (IGH) orphons	350
IGHV1OR16-3	Immunoglobulin heavy (IGH) orphons	350
IGHV1OR16-4	Immunoglobulin heavy (IGH) orphons	350
IGHV1OR21-1	Immunoglobulin heavy (IGH) orphons	350
IGHV2-5	Immunoglobulin heavy locus at 14q32.33	349
IGHV2-10	Immunoglobulin heavy locus at 14q32.33	349
IGHV2-26	Immunoglobulin heavy locus at 14q32.33	349
IGHV2-70	Immunoglobulin heavy locus at 14q32.33	349
IGHV2-70D	Immunoglobulin heavy locus at 14q32.33	349
IGHV2OR16-5	Immunoglobulin heavy (IGH) orphons	350
IGHV3-6	Immunoglobulin heavy locus at 14q32.33	349
IGHV3-7	Immunoglobulin heavy locus at 14q32.33	349
IGHV3-9	Immunoglobulin heavy locus at 14q32.33	349
IGHV3-11	Immunoglobulin heavy locus at 14q32.33	349
IGHV3-13	Immunoglobulin heavy locus at 14q32.33	349
IGHV3-15	Immunoglobulin heavy locus at 14q32.33	349
IGHV3-16	Immunoglobulin heavy locus at 14q32.33	349
IGHV3-19	Immunoglobulin heavy locus at 14q32.33	349
IGHV3-20	Immunoglobulin heavy locus at 14q32.33	349
IGHV3-21	Immunoglobulin heavy locus at 14q32.33	349
IGHV3-22	Immunoglobulin heavy locus at 14q32.33	349
IGHV3-23	Immunoglobulin heavy locus at 14q32.33	349
IGHV3-25	Immunoglobulin heavy locus at 14q32.33	349
IGHV3-29	Immunoglobulin heavy locus at 14q32.33	349
IGHV3-30	Immunoglobulin heavy locus at 14q32.33	349
IGHV3-30-2	Immunoglobulin heavy locus at 14q32.33	349
IGHV3-30-3	Immunoglobulin heavy locus at 14q32.33	349
IGHV3-30-5	Immunoglobulin heavy locus at 14q32.33	349
IGHV3-32	Immunoglobulin heavy locus at 14q32.33	349
IGHV3-33	Immunoglobulin heavy locus at 14q32.33	349
IGHV3-33-2	Immunoglobulin heavy locus at 14q32.33	349
IGHV3-35	Immunoglobulin heavy locus at 14q32.33	349
IGHV3-36	Immunoglobulin heavy locus at 14q32.33	349
IGHV3-37	Immunoglobulin heavy locus at 14q32.33	349
IGHV3-38	Immunoglobulin heavy locus at 14q32.33	349
IGHV3-38-3	Immunoglobulin heavy locus at 14q32.33	349
IGHV3-41	Immunoglobulin heavy locus at 14q32.33	349
IGHV3-42	Immunoglobulin heavy locus at 14q32.33	349
IGHV3-43	Immunoglobulin heavy locus at 14q32.33	349
IGHV3-43D	Immunoglobulin heavy locus at 14q32.33	349
IGHV3-47	Immunoglobulin heavy locus at 14q32.33	349
IGHV3-48	Immunoglobulin heavy locus at 14q32.33	349
IGHV3-49	Immunoglobulin heavy locus at 14q32.33	349
IGHV3-50	Immunoglobulin heavy locus at 14q32.33	349
IGHV3-52	Immunoglobulin heavy locus at 14q32.33	349
IGHV3-53	Immunoglobulin heavy locus at 14q32.33	349
IGHV3-54	Immunoglobulin heavy locus at 14q32.33	349
IGHV3-57	Immunoglobulin heavy locus at 14q32.33	349
IGHV3-60	Immunoglobulin heavy locus at 14q32.33	349
IGHV3-62	Immunoglobulin heavy locus at 14q32.33	349
IGHV3-63	Immunoglobulin heavy locus at 14q32.33	349
IGHV3-64	Immunoglobulin heavy locus at 14q32.33	349
IGHV3-64D	Immunoglobulin heavy locus at 14q32.33	349
IGHV3-65	Immunoglobulin heavy locus at 14q32.33	349
IGHV3-66	Immunoglobulin heavy locus at 14q32.33	349
IGHV3-69-1	Immunoglobulin heavy locus at 14q32.33	349
IGHV3-71	Immunoglobulin heavy locus at 14q32.33	349
IGHV3-72	Immunoglobulin heavy locus at 14q32.33	349
IGHV3-73	Immunoglobulin heavy locus at 14q32.33	349
IGHV3-74	Immunoglobulin heavy locus at 14q32.33	349
IGHV3-75	Immunoglobulin heavy locus at 14q32.33	349
IGHV3-76	Immunoglobulin heavy locus at 14q32.33	349
IGHV3-79	Immunoglobulin heavy locus at 14q32.33	349
IGHV3OR15-7	Immunoglobulin heavy (IGH) orphons	350
IGHV3OR16-6	Immunoglobulin heavy (IGH) orphons	350
IGHV3OR16-7	Immunoglobulin heavy (IGH) orphons	350
IGHV3OR16-8	Immunoglobulin heavy (IGH) orphons	350
IGHV3OR16-9	Immunoglobulin heavy (IGH) orphons	350
IGHV3OR16-10	Immunoglobulin heavy (IGH) orphons	350
IGHV3OR16-11	Immunoglobulin heavy (IGH) orphons	350
IGHV3OR16-12	Immunoglobulin heavy (IGH) orphons	350
IGHV3OR16-13	Immunoglobulin heavy (IGH) orphons	350
IGHV3OR16-14	Immunoglobulin heavy (IGH) orphons	350
IGHV3OR16-15	Immunoglobulin heavy (IGH) orphons	350
IGHV3OR16-16	Immunoglobulin heavy (IGH) orphons	350
IGHV3OR16-17	Immunoglobulin heavy (IGH) orphons	350
IGHV4-4	Immunoglobulin heavy locus at 14q32.33	349
IGHV4-28	Immunoglobulin heavy locus at 14q32.33	349
IGHV4-30-1	Immunoglobulin heavy locus at 14q32.33	349
IGHV4-30-2	Immunoglobulin heavy locus at 14q32.33	349
IGHV4-30-4	Immunoglobulin heavy locus at 14q32.33	349
IGHV4-31	Immunoglobulin heavy locus at 14q32.33	349
IGHV4-34	Immunoglobulin heavy locus at 14q32.33	349
IGHV4-38-2	Immunoglobulin heavy locus at 14q32.33	349
IGHV4-39	Immunoglobulin heavy locus at 14q32.33	349
IGHV4-55	Immunoglobulin heavy locus at 14q32.33	349
IGHV4-59	Immunoglobulin heavy locus at 14q32.33	349
IGHV4-61	Immunoglobulin heavy locus at 14q32.33	349
IGHV4-80	Immunoglobulin heavy locus at 14q32.33	349
IGHV4OR15-8	Immunoglobulin heavy (IGH) orphons	350
IGHV5-10-1	Immunoglobulin heavy locus at 14q32.33	349
IGHV5-51	Immunoglobulin heavy locus at 14q32.33	349
IGHV5-78	Immunoglobulin heavy locus at 14q32.33	349
IGHV6-1	Immunoglobulin heavy locus at 14q32.33	349
IGHV7-4-1	Immunoglobulin heavy locus at 14q32.33	349
IGHV7-27	Immunoglobulin heavy locus at 14q32.33	349
IGHV7-34-1	Immunoglobulin heavy locus at 14q32.33	349
IGHV7-40	Immunoglobulin heavy locus at 14q32.33	349
IGHV7-56	Immunoglobulin heavy locus at 14q32.33	349
IGHV7-81	Immunoglobulin heavy locus at 14q32.33	349
IGHV8-51-1	Immunoglobulin heavy locus at 14q32.33	349
IGHVII-1-1	Immunoglobulin heavy locus at 14q32.33	349
IGHVII-15-1	Immunoglobulin heavy locus at 14q32.33	349
IGHVII-20-1	Immunoglobulin heavy locus at 14q32.33	349
IGHVII-22-1	Immunoglobulin heavy locus at 14q32.33	349
IGHVII-26-2	Immunoglobulin heavy locus at 14q32.33	349
IGHVII-28-1	Immunoglobulin heavy locus at 14q32.33	349
IGHVII-30-1	Immunoglobulin heavy locus at 14q32.33	349
IGHVII-30-21	Immunoglobulin heavy locus at 14q32.33	349
IGHVII-31-1	Immunoglobulin heavy locus at 14q32.33	349
IGHVII-33-1	Immunoglobulin heavy locus at 14q32.33	349
IGHVII-40-1	Immunoglobulin heavy locus at 14q32.33	349
IGHVII-43-1	Immunoglobulin heavy locus at 14q32.33	349
IGHVII-44-2	Immunoglobulin heavy locus at 14q32.33	349
IGHVII-46-1	Immunoglobulin heavy locus at 14q32.33	349
IGHVII-49-1	Immunoglobulin heavy locus at 14q32.33	349
IGHVII-51-2	Immunoglobulin heavy locus at 14q32.33	349
IGHVII-53-1	Immunoglobulin heavy locus at 14q32.33	349
IGHVII-60-1	Immunoglobulin heavy locus at 14q32.33	349
IGHVII-62-1	Immunoglobulin heavy locus at 14q32.33	349
IGHVII-65-1	Immunoglobulin heavy locus at 14q32.33	349
IGHVII-67-1	Immunoglobulin heavy locus at 14q32.33	349
IGHVII-74-1	Immunoglobulin heavy locus at 14q32.33	349
IGHVII-78-1	Immunoglobulin heavy locus at 14q32.33	349
IGHVIII-2-1	Immunoglobulin heavy locus at 14q32.33	349
IGHVIII-5-1	Immunoglobulin heavy locus at 14q32.33	349
IGHVIII-5-2	Immunoglobulin heavy locus at 14q32.33	349
IGHVIII-11-1	Immunoglobulin heavy locus at 14q32.33	349
IGHVIII-13-1	Immunoglobulin heavy locus at 14q32.33	349
IGHVIII-16-1	Immunoglobulin heavy locus at 14q32.33	349
IGHVIII-22-2	Immunoglobulin heavy locus at 14q32.33	349
IGHVIII-25-1	Immunoglobulin heavy locus at 14q32.33	349
IGHVIII-26-1	Immunoglobulin heavy locus at 14q32.33	349
IGHVIII-38-1	Immunoglobulin heavy locus at 14q32.33	349
IGHVIII-44	Immunoglobulin heavy locus at 14q32.33	349
IGHVIII-47-1	Immunoglobulin heavy locus at 14q32.33	349
IGHVIII-67-2	Immunoglobulin heavy locus at 14q32.33	349
IGHVIII-67-3	Immunoglobulin heavy locus at 14q32.33	349
IGHVIII-67-4	Immunoglobulin heavy locus at 14q32.33	349
IGHVIII-76-1	Immunoglobulin heavy locus at 14q32.33	349
IGHVIII-82	Immunoglobulin heavy locus at 14q32.33	349
IGHVIV-44-1	Immunoglobulin heavy locus at 14q32.33	349
IGIP		
IGK	Immunoglobulin kappa locus at 2p11.2	351
IGKC	Immunoglobulin kappa locus at 2p11.2	351
IGKDEL		
IGKJ1	Immunoglobulin kappa locus at 2p11.2	351
IGKJ2	Immunoglobulin kappa locus at 2p11.2	351
IGKJ3	Immunoglobulin kappa locus at 2p11.2	351
IGKJ4	Immunoglobulin kappa locus at 2p11.2	351
IGKJ5	Immunoglobulin kappa locus at 2p11.2	351
IGKV1-5	Immunoglobulin kappa locus at 2p11.2	351
IGKV1-6	Immunoglobulin kappa locus at 2p11.2	351
IGKV1-8	Immunoglobulin kappa locus at 2p11.2	351
IGKV1-9	Immunoglobulin kappa locus at 2p11.2	351
IGKV1-12	Immunoglobulin kappa locus at 2p11.2	351
IGKV1-13	Immunoglobulin kappa locus at 2p11.2	351
IGKV1-16	Immunoglobulin kappa locus at 2p11.2	351
IGKV1-17	Immunoglobulin kappa locus at 2p11.2	351
IGKV1-22	Immunoglobulin kappa locus at 2p11.2	351
IGKV1-27	Immunoglobulin kappa locus at 2p11.2	351
IGKV1-32	Immunoglobulin kappa locus at 2p11.2	351
IGKV1-33	Immunoglobulin kappa locus at 2p11.2	351
IGKV1-35	Immunoglobulin kappa locus at 2p11.2	351
IGKV1-37	Immunoglobulin kappa locus at 2p11.2	351
IGKV1-39	Immunoglobulin kappa locus at 2p11.2	351
IGKV1D-8	Immunoglobulin kappa locus at 2p11.2	351
IGKV1D-12	Immunoglobulin kappa locus at 2p11.2	351
IGKV1D-13	Immunoglobulin kappa locus at 2p11.2	351
IGKV1D-16	Immunoglobulin kappa locus at 2p11.2	351
IGKV1D-17	Immunoglobulin kappa locus at 2p11.2	351
IGKV1D-22	Immunoglobulin kappa locus at 2p11.2	351
IGKV1D-27	Immunoglobulin kappa locus at 2p11.2	351
IGKV1D-32	Immunoglobulin kappa locus at 2p11.2	351
IGKV1D-33	Immunoglobulin kappa locus at 2p11.2	351
IGKV1D-35	Immunoglobulin kappa locus at 2p11.2	351
IGKV1D-37	Immunoglobulin kappa locus at 2p11.2	351
IGKV1D-39	Immunoglobulin kappa locus at 2p11.2	351
IGKV1D-42	Immunoglobulin kappa locus at 2p11.2	351
IGKV1D-43	Immunoglobulin kappa locus at 2p11.2	351
IGKV1OR-2	Immunoglobulin kappa (IGK) orphons	352
IGKV1OR-3	Immunoglobulin kappa (IGK) orphons	352
IGKV1OR-4	Immunoglobulin kappa (IGK) orphons	352
IGKV1OR1-1	Immunoglobulin kappa (IGK) orphons	352
IGKV1OR2-0	Immunoglobulin kappa (IGK) orphons	352
IGKV1OR2-1	Immunoglobulin kappa (IGK) orphons	352
IGKV1OR2-2	Immunoglobulin kappa (IGK) orphons	352
IGKV1OR2-3	Immunoglobulin kappa (IGK) orphons	352
IGKV1OR2-6	Immunoglobulin kappa (IGK) orphons	352
IGKV1OR2-9	Immunoglobulin kappa (IGK) orphons	352
IGKV1OR2-11	Immunoglobulin kappa (IGK) orphons	352
IGKV1OR2-108	Immunoglobulin kappa (IGK) orphons	352
IGKV1OR2-118	Immunoglobulin kappa (IGK) orphons	352
IGKV1OR9-1	Immunoglobulin kappa (IGK) orphons	352
IGKV1OR9-2	Immunoglobulin kappa (IGK) orphons	352
IGKV1OR10-1	Immunoglobulin kappa (IGK) orphons	352
IGKV1OR15-118	Immunoglobulin kappa (IGK) orphons	352
IGKV1OR22-1	Immunoglobulin kappa (IGK) orphons	352
IGKV1OR22-5	Immunoglobulin kappa (IGK) orphons	352
IGKV1ORY-1	Immunoglobulin kappa (IGK) orphons	352
IGKV2-4	Immunoglobulin kappa locus at 2p11.2	351
IGKV2-10	Immunoglobulin kappa locus at 2p11.2	351
IGKV2-14	Immunoglobulin kappa locus at 2p11.2	351
IGKV2-18	Immunoglobulin kappa locus at 2p11.2	351
IGKV2-19	Immunoglobulin kappa locus at 2p11.2	351
IGKV2-23	Immunoglobulin kappa locus at 2p11.2	351
IGKV2-24	Immunoglobulin kappa locus at 2p11.2	351
IGKV2-26	Immunoglobulin kappa locus at 2p11.2	351
IGKV2-28	Immunoglobulin kappa locus at 2p11.2	351
IGKV2-29	Immunoglobulin kappa locus at 2p11.2	351
IGKV2-30	Immunoglobulin kappa locus at 2p11.2	351
IGKV2-36	Immunoglobulin kappa locus at 2p11.2	351
IGKV2-38	Immunoglobulin kappa locus at 2p11.2	351
IGKV2-40	Immunoglobulin kappa locus at 2p11.2	351
IGKV2D-10	Immunoglobulin kappa locus at 2p11.2	351
IGKV2D-14	Immunoglobulin kappa locus at 2p11.2	351
IGKV2D-18	Immunoglobulin kappa locus at 2p11.2	351
IGKV2D-19	Immunoglobulin kappa locus at 2p11.2	351
IGKV2D-23	Immunoglobulin kappa locus at 2p11.2	351
IGKV2D-24	Immunoglobulin kappa locus at 2p11.2	351
IGKV2D-26	Immunoglobulin kappa locus at 2p11.2	351
IGKV2D-28	Immunoglobulin kappa locus at 2p11.2	351
IGKV2D-29	Immunoglobulin kappa locus at 2p11.2	351
IGKV2D-30	Immunoglobulin kappa locus at 2p11.2	351
IGKV2D-36	Immunoglobulin kappa locus at 2p11.2	351
IGKV2D-38	Immunoglobulin kappa locus at 2p11.2	351
IGKV2D-40	Immunoglobulin kappa locus at 2p11.2	351
IGKV2OR2-1	Immunoglobulin kappa (IGK) orphons	352
IGKV2OR2-2	Immunoglobulin kappa (IGK) orphons	352
IGKV2OR2-4	Immunoglobulin kappa (IGK) orphons	352
IGKV2OR2-7	Immunoglobulin kappa (IGK) orphons	352
IGKV2OR2-7D	Immunoglobulin kappa (IGK) orphons	352
IGKV2OR2-8	Immunoglobulin kappa (IGK) orphons	352
IGKV2OR2-10	Immunoglobulin kappa (IGK) orphons	352
IGKV2OR22-3	Immunoglobulin kappa (IGK) orphons	352
IGKV2OR22-4	Immunoglobulin kappa (IGK) orphons	352
IGKV3-7	Immunoglobulin kappa locus at 2p11.2	351
IGKV3-11	Immunoglobulin kappa locus at 2p11.2	351
IGKV3-15	Immunoglobulin kappa locus at 2p11.2	351
IGKV3-20	Immunoglobulin kappa locus at 2p11.2	351
IGKV3-25	Immunoglobulin kappa locus at 2p11.2	351
IGKV3-31	Immunoglobulin kappa locus at 2p11.2	351
IGKV3-34	Immunoglobulin kappa locus at 2p11.2	351
IGKV3D-7	Immunoglobulin kappa locus at 2p11.2	351
IGKV3D-11	Immunoglobulin kappa locus at 2p11.2	351
IGKV3D-15	Immunoglobulin kappa locus at 2p11.2	351
IGKV3D-20	Immunoglobulin kappa locus at 2p11.2	351
IGKV3D-25	Immunoglobulin kappa locus at 2p11.2	351
IGKV3D-31	Immunoglobulin kappa locus at 2p11.2	351
IGKV3D-34	Immunoglobulin kappa locus at 2p11.2	351
IGKV3OR2-5	Immunoglobulin kappa (IGK) orphons	352
IGKV3OR2-268	Immunoglobulin kappa (IGK) orphons	352
IGKV3OR22-2	Immunoglobulin kappa (IGK) orphons	352
IGKV4-1	Immunoglobulin kappa locus at 2p11.2	351
IGKV5-2	Immunoglobulin kappa locus at 2p11.2	351
IGKV6-21	Immunoglobulin kappa locus at 2p11.2	351
IGKV6D-21	Immunoglobulin kappa locus at 2p11.2	351
IGKV6D-41	Immunoglobulin kappa locus at 2p11.2	351
IGKV7-3	Immunoglobulin kappa locus at 2p11.2	351
IGL	Immunoglobulin lambda locus at 22q11.2	353
IGLC1	Immunoglobulin lambda locus at 22q11.2	353
IGLC2	Immunoglobulin lambda locus at 22q11.2	353
IGLC3	Immunoglobulin lambda locus at 22q11.2	353
IGLC4	Immunoglobulin lambda locus at 22q11.2	353
IGLC5	Immunoglobulin lambda locus at 22q11.2	353
IGLC6	Immunoglobulin lambda locus at 22q11.2	353
IGLC7	Immunoglobulin lambda locus at 22q11.2	353
IGLCOR22-1	Immunoglobulin lambda (IGL) orphons	354
